record_id,location_id,source_id,time_of_record,visit_count,time_in_queue,assigned_employee_id
20810,AkHa00310,AkHa00310224,"2021-11-12 16:41:00",1,0,5
21392,AkHa00311,AkHa00311224,"2021-11-22 13:58:00",1,0,40
57914,AkHa00312,AkHa00312224,"2023-06-05 13:23:00",1,0,34
45359,AkHa00313,AkHa00313224,"2022-11-21 09:02:00",1,0,1
29407,AkHa00314,AkHa00314224,"2022-03-24 15:14:00",1,0,5
9205,AkHa00315,AkHa00315224,"2021-05-24 09:06:00",1,0,2
33497,AkHa00316,AkHa00316224,"2022-05-26 12:55:00",1,0,14
46123,AkHa00317,AkHa00317224,"2022-12-02 09:14:00",1,0,4
20068,AkHa00318,AkHa00318224,"2021-11-02 14:33:00",1,0,1
59041,AkHa00319,AkHa00319224,"2023-06-23 09:37:00",1,0,24
29696,AkHa00320,AkHa00320224,"2022-03-29 11:39:00",1,30,10
9605,AkHa00321,AkHa00321224,"2021-05-28 14:50:00",1,0,34
5427,AkHa00322,AkHa00322224,"2021-03-26 13:19:00",1,0,34
35867,AkHa00323,AkHa00323224,"2022-06-29 14:30:00",1,0,8
30797,AkHa00324,AkHa00324224,"2022-04-15 10:55:00",1,0,3
21726,AkHa00325,AkHa00325224,"2021-11-26 14:01:00",1,0,1
21717,AkHa00326,AkHa00326224,"2021-11-26 12:52:00",1,0,30
24584,AkHa00327,AkHa00327224,"2022-01-10 14:11:00",1,0,28
51600,AkHa00328,AkHa00328224,"2023-03-01 11:14:00",1,0,48
28802,AkHa00329,AkHa00329224,"2022-03-16 15:30:00",1,0,36
32425,AkHa00330,AkHa00330224,"2022-05-09 16:24:00",1,0,3
26819,AkHa00331,AkHa00331224,"2022-02-14 12:05:00",1,0,16
25631,AkHa00332,AkHa00332224,"2022-01-26 13:59:00",1,0,36
33471,AkHa00333,AkHa00333224,"2022-05-26 09:30:00",1,0,6
42929,AkHa00334,AkHa00334224,"2022-10-13 11:45:00",1,0,6
38931,AkHa00335,AkHa00335224,"2022-08-12 16:53:00",1,0,10
23256,AkHa00336,AkHa00336224,"2021-12-21 15:04:00",1,0,34
20196,AkHa00337,AkHa00337224,"2021-11-04 09:11:00",1,0,16
59303,AkHa00338,AkHa00338224,"2023-06-27 12:59:00",1,0,7
54528,AkHa00339,AkHa00339224,"2023-04-12 16:01:00",1,0,1
34654,AkHa00340,AkHa00340224,"2022-06-13 12:18:00",1,0,14
37859,AkHa00341,AkHa00341224,"2022-07-28 11:26:00",1,0,48
158,AkHa00342,AkHa00342224,"2021-01-05 12:24:00",1,0,10
11043,AkHa00343,AkHa00343224,"2021-06-17 13:04:00",1,0,38
6599,AkHa00344,AkHa00344224,"2021-04-14 11:45:00",1,0,18
22619,AkHa00345,AkHa00345224,"2021-12-10 15:04:00",1,0,18
39423,AkHa00346,AkHa00346224,"2022-08-22 09:23:00",1,0,1
2839,AkHa00347,AkHa00347224,"2021-02-15 11:03:00",1,0,14
27270,AkHa00348,AkHa00348224,"2022-02-21 13:48:00",1,22,2
55278,AkHa00349,AkHa00349224,"2023-04-25 09:50:00",1,0,38
11764,AkHa00350,AkHa00350224,"2021-06-29 09:15:00",1,0,40
50302,AkHa00351,AkHa00351224,"2023-02-07 10:05:00",1,0,24
10249,AkHa00352,AkHa00352224,"2021-06-07 14:12:00",1,0,24
54432,AkHa00353,AkHa00353224,"2023-04-11 14:11:00",1,0,10
46473,AkHa00354,AkHa00354224,"2022-12-07 12:51:00",1,0,3
24544,AkHa00355,AkHa00355224,"2022-01-10 10:21:00",1,0,40
56714,AkHa00356,AkHa00356224,"2023-05-16 16:58:00",1,0,30
56537,AkHa00357,AkHa00357224,"2023-05-12 16:56:00",1,0,16
39272,AkHa00358,AkHa00358224,"2022-08-18 13:42:00",1,0,18
59085,AkHa00359,AkHa00359224,"2023-06-23 14:41:00",1,0,16
58062,AkHa00360,AkHa00360224,"2023-06-07 12:15:00",1,0,3
23009,AkHa00361,AkHa00361224,"2021-12-17 09:57:00",1,0,16
35373,AkHa00362,AkHa00362224,"2022-06-22 09:30:00",1,0,18
25387,AkHa00363,AkHa00363224,"2022-01-21 15:33:00",1,7,1
40166,AkHa00364,AkHa00364224,"2022-09-01 13:10:00",1,0,28
6454,AkHa00365,AkHa00365224,"2021-04-12 12:05:00",1,0,28
41073,AkHa00366,AkHa00366224,"2022-09-15 11:34:00",1,0,18
20258,AkHa00367,AkHa00367224,"2021-11-04 15:52:00",1,0,40
25730,AkHa00368,AkHa00368224,"2022-01-27 14:25:00",1,0,16
55646,AkHa00369,AkHa00369224,"2023-05-01 13:52:00",1,0,18
33807,AkHa00370,AkHa00370224,"2022-05-31 12:47:00",1,0,6
2385,AkHa00371,AkHa00371224,"2021-02-08 13:36:00",1,0,40
23350,AkHa00372,AkHa00372224,"2021-12-22 14:36:00",1,0,24
37610,AkHa00373,AkHa00373224,"2022-07-25 11:55:00",5,125,3
37830,AkHa00373,AkHa00373224,"2022-07-28 07:48:00",8,107,3
37822,AkHa00373,AkHa00373224,"2022-07-27 17:18:00",7,88,3
37537,AkHa00373,AkHa00373224,"2022-07-23 16:26:00",3,369,3
37395,AkHa00373,AkHa00373224,"2022-07-21 13:49:00",1,207,3
37741,AkHa00373,AkHa00373224,"2022-07-26 17:30:00",6,201,3
37550,AkHa00373,AkHa00373224,"2022-07-24 08:30:00",4,96,3
37471,AkHa00373,AkHa00373224,"2022-07-22 12:41:00",2,133,3
32989,AkHa00374,AkHa00374224,"2022-05-18 10:40:00",1,0,5
10902,AkHa00375,AkHa00375224,"2021-06-15 16:59:00",1,0,18
25687,AkHa00376,AkHa00376224,"2022-01-27 10:21:00",1,0,30
14544,AkHa00377,AkHa00377224,"2021-08-10 14:00:00",1,0,3
58191,AkHa00378,AkHa00378224,"2023-06-08 16:51:00",1,0,8
6695,AkHa00379,AkHa00379224,"2021-04-15 13:28:00",1,0,1
58994,AkHa00380,AkHa00380224,"2023-06-22 13:24:00",1,0,5
32671,AkHa00381,AkHa00381224,"2022-05-12 14:24:00",1,0,34
57254,AkHa00382,AkHa00382224,"2023-05-25 10:05:00",1,0,8
2443,AkHa00383,AkHa00383224,"2021-02-09 11:11:00",1,0,48
53179,AkHa00384,AkHa00384224,"2023-03-24 09:50:00",1,0,34
19371,AkHa00385,AkHa00385224,"2021-10-22 09:38:00",1,0,34
21146,AkHa00386,AkHa00386224,"2021-11-18 13:21:00",1,0,34
30972,AkHa00387,AkHa00387224,"2022-04-19 09:04:00",1,0,2
11818,AkHa00388,AkHa00388224,"2021-06-29 15:11:00",1,0,48
43997,AkHa00389,AkHa00389224,"2022-11-01 09:45:00",1,0,38
33000,AkHa00390,AkHa00390224,"2022-05-18 11:56:00",1,0,36
48801,AkHa00391,AkHa00391224,"2023-01-12 09:37:00",1,0,40
52572,AkHa00392,AkHa00392224,"2023-03-15 16:59:00",1,0,1
18494,AkHa00393,AkHa00393224,"2021-10-08 13:02:00",1,0,34
59264,AkHa00394,AkHa00394224,"2023-06-27 09:34:00",1,19,4
12429,AkHa00395,AkHa00395224,"2021-07-08 15:23:00",1,0,18
32097,AkHa00396,AkHa00396224,"2022-05-04 15:28:00",1,0,8
30923,AkHa00397,AkHa00397224,"2022-04-18 11:48:00",1,0,3
8479,AkHa00398,AkHa00398224,"2021-05-12 12:51:00",1,0,18
27357,AkHa00399,AkHa00399224,"2022-02-22 13:20:00",1,0,48
34778,AkHa00400,AkHa00400224,"2022-06-14 15:59:00",1,0,36
22192,AkHa00401,AkHa00401224,"2021-12-03 16:34:00",1,0,46
27580,AkHa00402,AkHa00402224,"2022-02-25 10:53:00",1,0,26
23618,AkHa00403,AkHa00403224,"2021-12-27 11:55:00",1,0,10
7699,AkHa00404,AkHa00404224,"2021-04-30 11:19:00",1,0,40
5800,AkHa00405,AkHa00405224,"2021-04-01 16:11:00",1,0,18
32874,AkHa00406,AkHa00406224,"2022-05-16 15:09:00",1,0,1
5039,AkHa00407,AkHa00407224,"2021-03-19 16:30:00",1,0,48
11709,AkHa00408,AkHa00408224,"2021-06-28 12:07:00",1,0,5
35264,AkHa00409,AkHa00409224,"2022-06-20 16:50:00",1,0,46
16703,AkHa00410,AkHa00410224,"2021-09-10 10:51:00",1,0,36
20764,AkHa00411,AkHa00411224,"2021-11-12 11:12:00",1,0,18
42373,AkHa00412,AkHa00412224,"2022-10-05 11:32:00",1,0,16
22611,AkHa00413,AkHa00413224,"2021-12-10 14:00:00",1,0,30
57490,AkHa00414,AkHa00414224,"2023-05-29 13:54:00",1,0,12
2557,AkHa00415,AkHa00415224,"2021-02-10 15:13:00",1,0,48
1452,AkHa00416,AkHa00416224,"2021-01-25 12:37:00",1,0,44
34495,AkHa00417,AkHa00417224,"2022-06-10 11:28:00",1,0,8
10544,AkHa00418,AkHa00418224,"2021-06-10 15:27:00",1,0,24
38831,AkHa00419,AkHa00419224,"2022-08-11 15:09:00",1,0,4
5452,AkHa00420,AkHa00420224,"2021-03-26 15:49:00",1,0,0
51627,AkHa00421,AkHa00421224,"2023-03-01 15:04:00",1,0,14
36694,AkHa00422,AkHa00422224,"2022-07-11 14:41:00",1,0,12
30621,AkHa00423,AkHa00423224,"2022-04-12 15:22:00",1,0,40
29875,AkHa00424,AkHa00424224,"2022-03-31 12:40:00",1,0,14
37404,AkHa00425,AkHa00425224,"2022-07-21 15:00:00",1,0,30
24724,AkHa00426,AkHa00426224,"2022-01-12 10:28:00",1,0,2
17336,AkHa00427,AkHa00427224,"2021-09-21 11:15:00",1,0,0
46995,AkHa00428,AkHa00428224,"2022-12-15 09:33:00",1,17,8
25899,AkHa00429,AkHa00429224,"2022-01-31 10:09:00",1,0,1
13845,AkHa00430,AkHa00430224,"2021-07-30 09:22:00",1,0,36
26397,AkHa00431,AkHa00431224,"2022-02-07 15:41:00",1,0,42
33594,AkHa00432,AkHa00432224,"2022-05-27 13:05:00",1,0,24
24756,AkHa00433,AkHa00433224,"2022-01-12 13:55:00",1,0,12
26223,AkHa00434,AkHa00434224,"2022-02-04 12:01:00",1,0,24
19387,AkHa00435,AkHa00435224,"2021-10-22 11:07:00",1,0,3
39911,AkHa00436,AkHa00436224,"2022-08-29 15:34:00",1,0,34
49661,AkHa00437,AkHa00437224,"2023-01-26 13:08:00",1,0,3
23295,AkHa00438,AkHa00438224,"2021-12-22 09:20:00",1,0,42
16229,AkHa00439,AkHa00439224,"2021-09-03 10:36:00",1,0,46
52507,AkHa00440,AkHa00440224,"2023-03-15 09:57:00",1,0,14
24445,AkHa00441,AkHa00441224,"2022-01-07 13:48:00",1,0,8
31635,AkHa00442,AkHa00442224,"2022-04-28 09:01:00",1,0,12
30666,AkHa00443,AkHa00443224,"2022-04-13 12:05:00",1,0,10
37993,AkHa00444,AkHa00444224,"2022-07-29 16:42:00",1,0,2
50169,AkHa00445,AkHa00445224,"2023-02-03 14:21:00",1,0,0
59397,AkHa00446,AkHa00446224,"2023-06-28 14:28:00",1,0,3
24811,AkHa00447,AkHa00447224,"2022-01-13 11:02:00",1,0,3
3878,AkHa00448,AkHa00448224,"2021-03-02 13:11:00",1,0,46
47684,AkHa00449,AkHa00449224,"2022-12-26 10:26:00",1,0,1
496,AkHa00450,AkHa00450224,"2021-01-11 11:03:00",1,0,6
52672,AkHa00451,AkHa00451224,"2023-03-17 09:59:00",1,0,8
40364,AkHa00452,AkHa00452224,"2022-09-05 11:07:00",1,0,42
47752,AkHa00453,AkHa00453224,"2022-12-26 16:55:00",1,0,48
645,AkHa00454,AkHa00454224,"2021-01-12 16:02:00",1,0,32
16860,AkHa00455,AkHa00455224,"2021-09-13 13:30:00",1,0,5
43703,AkHa00456,AkHa00456224,"2022-10-27 09:09:00",1,0,7
57143,AkHa00457,AkHa00457224,"2023-05-23 16:21:00",1,0,32
49501,AkHa00458,AkHa00458224,"2023-01-24 11:42:00",1,0,1
39863,AkHa00459,AkHa00459224,"2022-08-29 10:42:00",1,0,28
34621,AkHa00460,AkHa00460224,"2022-06-13 07:44:00",8,120,18
34314,AkHa00460,AkHa00460224,"2022-06-08 09:22:00",3,215,18
34583,AkHa00460,AkHa00460224,"2022-06-11 15:39:00",6,430,18
34450,AkHa00460,AkHa00460224,"2022-06-09 14:54:00",4,96,18
34559,AkHa00460,AkHa00460224,"2022-06-10 17:26:00",5,295,18
34243,AkHa00460,AkHa00460224,"2022-06-07 09:44:00",2,257,18
34141,AkHa00460,AkHa00460224,"2022-06-06 09:18:00",1,216,18
34600,AkHa00460,AkHa00460224,"2022-06-12 09:00:00",7,58,18
11226,AkHa00461,AkHa00461224,"2021-06-21 11:37:00",1,0,46
53580,AkHa00462,AkHa00462224,"2023-03-29 15:27:00",1,0,48
27084,AkHa00463,AkHa00463224,"2022-02-17 15:03:00",1,0,34
5992,AkHa00464,AkHa00464224,"2021-04-05 12:54:00",1,0,4
53,AkHa00465,AkHa00465224,"2021-01-01 16:28:00",1,0,3
15690,AkHa00466,AkHa00466224,"2021-08-27 09:16:00",1,0,5
49537,AkHa00467,AkHa00467224,"2023-01-24 16:24:00",1,0,48
41481,AkHa00468,AkHa00468224,"2022-09-21 12:53:00",1,0,36
54782,AkHa00469,AkHa00469224,"2023-04-17 16:20:00",1,0,18
38837,AkHa00470,AkHa00470224,"2022-08-11 15:33:00",1,0,34
5227,AkHa00471,AkHa00471224,"2021-03-23 15:56:00",1,0,8
54761,AkHa00472,AkHa00472224,"2023-04-17 13:14:00",1,0,5
57346,AkHa00473,AkHa00473224,"2023-05-26 10:38:00",1,0,3
16557,AkHa00474,AkHa00474224,"2021-09-08 14:47:00",1,0,12
35353,AkHa00475,AkHa00475224,"2022-06-21 16:08:00",1,0,2
14439,AkHa00476,AkHa00476224,"2021-08-09 11:56:00",1,0,12
37814,AkHa00477,AkHa00477224,"2022-07-27 16:08:00",1,0,30
45737,AkHa00478,AkHa00478224,"2022-11-25 14:52:00",1,0,36
28493,AkHa00479,AkHa00479224,"2022-03-11 14:26:00",1,0,3
6751,AkHa00480,AkHa00480224,"2021-04-16 09:58:00",1,0,26
2666,AkHa00481,AkHa00481224,"2021-02-11 15:44:00",1,0,3
42395,AkHa00482,AkHa00482224,"2022-10-05 14:18:00",1,0,12
51987,AkHa00483,AkHa00483224,"2023-03-07 11:40:00",1,0,14
59512,AkHa00484,AkHa00484224,"2023-06-30 09:15:00",1,0,12
31782,AkHa00485,AkHa00485224,"2022-04-29 14:45:00",1,0,48
30186,AkHa00486,AkHa00486224,"2022-04-05 14:52:00",1,0,36
14442,AkHa00487,AkHa00487224,"2021-08-09 12:14:00",1,0,4
52853,AkHa00488,AkHa00488224,"2023-03-20 14:30:00",1,0,40
2352,AkHa00489,AkHa00489224,"2021-02-08 09:34:00",1,0,42
16203,AkHa00490,AkHa00490224,"2021-09-02 16:27:00",1,0,46
10824,AkHa00491,AkHa00491224,"2021-06-15 09:25:00",1,0,28
41395,AkHa00492,AkHa00492224,"2022-09-20 12:30:00",1,0,46
33074,AkHa00493,AkHa00493224,"2022-05-19 11:29:00",1,0,34
22068,AkHa00494,AkHa00494224,"2021-12-02 11:29:00",1,0,18
46054,AkHa00495,AkHa00495224,"2022-12-01 10:27:00",1,0,46
12699,AkHa00496,AkHa00496224,"2021-07-13 12:19:00",1,0,12
10262,AkHa00497,AkHa00497224,"2021-06-07 15:21:00",1,0,32
35009,AkHa00498,AkHa00498224,"2022-06-17 09:13:00",1,0,48
58269,AkHa00499,AkHa00499224,"2023-06-09 16:07:00",1,0,10
7030,AkHa00500,AkHa00500224,"2021-04-21 09:37:00",1,0,34
22970,AkHa00501,AkHa00501224,"2021-12-16 15:15:00",1,0,48
13080,AkHa00502,AkHa00502224,"2021-07-19 11:32:00",1,17,40
48890,AkHa00503,AkHa00503224,"2023-01-13 11:44:00",1,0,38
14355,AkHa00504,AkHa00504224,"2021-08-06 16:30:00",1,0,3
31271,AkHa00505,AkHa00505224,"2022-04-22 13:23:00",1,0,34
5636,AkHa00506,AkHa00506224,"2021-03-30 16:10:00",1,0,10
19231,AkHa00507,AkHa00507224,"2021-10-20 14:00:00",1,0,0
13736,AkHa00508,AkHa00508224,"2021-07-28 16:53:00",1,0,38
50008,AkHa00509,AkHa00509224,"2023-02-01 11:04:00",1,0,38
12936,AkHa00510,AkHa00510224,"2021-07-16 11:38:00",1,0,2
26388,AkHa00511,AkHa00511224,"2022-02-07 14:53:00",1,0,2
59654,AkHa00512,AkHa00512224,"2023-07-03 10:57:00",1,0,26
31398,AkHa00513,AkHa00513224,"2022-04-25 12:40:00",1,0,46
6225,AkHa00514,AkHa00514224,"2021-04-08 12:11:00",1,0,48
33291,AkHa00515,AkHa00515224,"2022-05-23 16:26:00",1,0,46
27235,AkHa00516,AkHa00516224,"2022-02-21 10:12:00",1,0,8
22575,AkHa00517,AkHa00517224,"2021-12-10 09:55:00",1,0,28
5371,AkHa00518,AkHa00518224,"2021-03-25 16:17:00",1,0,42
22526,AkHa00519,AkHa00519224,"2021-12-09 14:25:00",1,0,8
32964,AkHa00520,AkHa00520224,"2022-05-17 16:26:00",1,0,42
37992,AkHa00521,AkHa00521224,"2022-07-29 16:34:00",1,0,3
32663,AkHa00522,AkHa00522224,"2022-05-12 13:38:00",1,0,36
21969,AkHa00523,AkHa00523224,"2021-12-01 09:46:00",1,0,46
30829,AkHa00524,AkHa00524224,"2022-04-15 14:39:00",1,0,8
6073,AkHa00525,AkHa00525224,"2021-04-06 12:41:00",1,0,12
27511,AkHa00526,AkHa00526224,"2022-02-24 12:12:00",1,0,8
42046,AkHa00527,AkHa00527224,"2022-09-30 09:20:00",1,26,30
11205,AkHa00528,AkHa00528224,"2021-06-21 09:52:00",1,0,2
10004,AkHa00529,AkHa00529224,"2021-06-03 13:49:00",1,0,7
10357,AkHa00530,AkHa00530224,"2021-06-08 15:29:00",1,0,32
43345,AkHa00531,AkHa00531224,"2022-10-20 14:39:00",1,0,28
7151,AkHa00532,AkHa00532224,"2021-04-22 13:45:00",1,0,48
31803,AkHa00533,AkHa00533224,"2022-04-29 16:57:00",1,0,8
10632,AkHa00534,AkHa00534224,"2021-06-11 14:21:00",1,0,12
38924,AkHa00535,AkHa00535224,"2022-08-12 16:04:00",1,0,10
56813,AkHa00536,AkHa00536224,"2023-05-18 10:11:00",1,0,3
37204,AkHa00537,AkHa00537224,"2022-07-19 13:41:00",1,0,32
46626,AkHa00538,AkHa00538224,"2022-12-09 11:12:00",1,0,48
40917,AkHa00539,AkHa00539224,"2022-09-13 13:05:00",1,0,1
44560,AkHa00540,AkHa00540224,"2022-11-09 09:27:00",1,0,10
56490,AkHa00541,AkHa00541224,"2023-05-12 11:37:00",1,0,5
8197,AkHa00542,AkHa00542224,"2021-05-07 10:58:00",1,0,8
51389,AkHa00543,AkHa00543224,"2023-02-24 14:21:00",1,0,42
29654,AkHa00544,AkHa00544224,"2022-03-28 16:33:00",1,0,1
228,AkHa00545,AkHa00545224,"2021-01-06 12:06:00",1,0,5
31446,AkHa00546,AkHa00546224,"2022-04-25 16:50:00",1,19,38
49028,AkHa00547,AkHa00547224,"2023-01-16 15:23:00",1,0,1
3615,AkHa00548,AkHa00548224,"2021-02-26 10:45:00",8,69,7
3209,AkHa00548,AkHa00548224,"2021-02-20 18:10:00",2,115,7
3222,AkHa00548,AkHa00548224,"2021-02-21 13:41:00",3,60,7
3407,AkHa00548,AkHa00548224,"2021-02-24 06:17:00",6,44,7
3567,AkHa00548,AkHa00548224,"2021-02-25 15:28:00",7,93,7
3390,AkHa00548,AkHa00548224,"2021-02-23 15:27:00",5,83,7
3302,AkHa00548,AkHa00548224,"2021-02-22 15:30:00",4,79,7
3182,AkHa00548,AkHa00548224,"2021-02-19 15:41:00",1,83,7
39025,AkHa00549,AkHa00549224,"2022-08-15 13:49:00",1,0,5
6310,AkHa00550,AkHa00550224,"2021-04-09 10:44:00",1,0,32
40475,AkHa00551,AkHa00551224,"2022-09-06 14:39:00",1,0,36
29141,AkHa00552,AkHa00552224,"2022-03-21 15:36:00",1,0,24
14185,AkHa00553,AkHa00553224,"2021-08-04 14:58:00",1,0,3
31956,AkHa00554,AkHa00554224,"2022-05-03 09:24:00",1,0,40
266,AkHa00555,AkHa00555224,"2021-01-06 16:19:00",1,0,34
27943,AkHa00556,AkHa00556224,"2022-03-02 16:02:00",1,0,3
8315,AkHa00557,AkHa00557224,"2021-05-10 12:03:00",1,0,10
58154,AkHa00558,AkHa00558224,"2023-06-08 13:10:00",1,0,14
10316,AkHa00559,AkHa00559224,"2021-06-08 12:46:00",1,0,4
16657,AkHa00560,AkHa00560224,"2021-09-09 15:20:00",1,0,14
40263,AkHa00561,AkHa00561224,"2022-09-02 14:20:00",1,0,3
15497,AkHa00562,AkHa00562224,"2021-08-24 14:56:00",1,0,8
33526,AkHa00563,AkHa00563224,"2022-05-26 16:01:00",1,0,3
26675,AkHa00564,AkHa00564224,"2022-02-10 16:53:00",1,0,40
8416,AkHa00565,AkHa00565224,"2021-05-11 15:04:00",1,0,46
56337,AkHa00566,AkHa00566224,"2023-05-10 12:36:00",1,0,30
54358,AkHa00567,AkHa00567224,"2023-04-10 16:00:00",1,0,40
34875,AkHa00568,AkHa00568224,"2022-06-15 15:29:00",1,0,0
3475,AkHa00569,AkHa00569224,"2021-02-24 15:35:00",1,0,36
36774,AkHa00570,AkHa00570224,"2022-07-12 13:58:00",1,0,10
8133,AkHa00571,AkHa00571224,"2021-05-06 13:25:00",1,0,8
15529,AkHa00572,AkHa00572224,"2021-08-25 09:50:00",1,0,3
16023,AkHa00573,AkHa00573224,"2021-09-01 09:08:00",1,0,5
14652,AkHa00574,AkHa00574224,"2021-08-11 15:41:00",1,0,42
9014,AkHa00575,AkHa00575224,"2021-05-20 11:44:00",1,236,1
9367,AkHa00575,AkHa00575224,"2021-05-25 18:14:00",6,94,1
9368,AkHa00575,AkHa00575224,"2021-05-26 06:14:00",7,92,1
9501,AkHa00575,AkHa00575224,"2021-05-27 11:31:00",8,114,1
9196,AkHa00575,AkHa00575224,"2021-05-23 17:24:00",4,111,1
9169,AkHa00575,AkHa00575224,"2021-05-22 11:57:00",3,496,1
9231,AkHa00575,AkHa00575224,"2021-05-24 11:39:00",5,368,1
9155,AkHa00575,AkHa00575224,"2021-05-21 18:59:00",2,181,1
13560,AkHa00576,AkHa00576224,"2021-07-26 14:21:00",1,0,24
1614,AkHa00577,AkHa00577224,"2021-01-27 11:35:00",3,66,14
1867,AkHa00577,AkHa00577224,"2021-01-31 12:24:00",7,51,14
1788,AkHa00577,AkHa00577224,"2021-01-29 12:09:00",5,88,14
1752,AkHa00577,AkHa00577224,"2021-01-28 18:42:00",4,77,14
1521,AkHa00577,AkHa00577224,"2021-01-26 11:46:00",2,39,14
1851,AkHa00577,AkHa00577224,"2021-01-30 15:44:00",6,143,14
1464,AkHa00577,AkHa00577224,"2021-01-25 13:57:00",1,71,14
1911,AkHa00577,AkHa00577224,"2021-02-01 11:31:00",8,66,14
32904,AkHa00578,AkHa00578224,"2022-05-17 09:20:00",1,0,3
23147,AkHa00579,AkHa00579224,"2021-12-20 11:59:00",1,0,34
33297,AkHa00580,AkHa00580224,"2022-05-23 16:50:00",1,0,38
27060,AkHa00581,AkHa00581224,"2022-02-17 12:26:00",1,0,10
40395,AkHa00582,AkHa00582224,"2022-09-05 14:04:00",1,0,1
16598,AkHa00583,AkHa00583224,"2021-09-09 09:25:00",1,0,7
24198,AkHa00584,AkHa00584224,"2022-01-04 12:37:00",1,0,8
54746,AkHa00585,AkHa00585224,"2023-04-17 11:29:00",1,0,48
19720,AkHa00586,AkHa00586224,"2021-10-28 11:08:00",1,0,26
20285,AkHa00587,AkHa00587224,"2021-11-05 09:33:00",1,0,30
46395,AkHa00588,AkHa00588224,"2022-12-06 13:45:00",1,0,48
20018,AkHa00589,AkHa00589224,"2021-11-02 09:56:00",1,0,36
2208,AkHa00590,AkHa00590224,"2021-02-04 16:10:00",1,0,12
57993,AkHa00591,AkHa00591224,"2023-06-06 12:03:00",1,0,46
55704,AkHa00592,AkHa00592224,"2023-05-02 09:38:00",1,0,36
29731,AkHa00593,AkHa00593224,"2022-03-29 16:43:00",1,0,3
49491,AkHa00594,AkHa00594224,"2023-01-24 09:54:00",1,0,8
43948,AkHa00595,AkHa00595224,"2022-10-31 13:25:00",1,0,1
7061,AkHa00596,AkHa00596224,"2021-04-21 13:05:00",1,0,8
29823,AkHa00597,AkHa00597224,"2022-03-30 16:09:00",1,14,6
49409,AkHa00598,AkHa00598224,"2023-01-23 11:32:00",1,0,32
36016,AkHa00599,AkHa00599224,"2022-07-01 10:54:00",1,0,28
10119,AkHa00600,AkHa00600224,"2021-06-04 16:39:00",1,0,36
2535,AkHa00601,AkHa00601224,"2021-02-10 13:02:00",1,0,46
17301,AkHa00602,AkHa00602224,"2021-09-20 16:20:00",1,0,18
17799,AkHa00603,AkHa00603224,"2021-09-28 16:19:00",1,0,10
41668,AkHa00604,AkHa00604224,"2022-09-23 14:31:00",1,0,34
16225,AkHa00605,AkHa00605224,"2021-09-03 10:10:00",1,0,4
25935,AkHa00606,AkHa00606224,"2022-01-31 13:54:00",1,0,12
20167,AkHa00607,AkHa00607224,"2021-11-03 15:33:00",1,0,30
8237,AkHa00608,AkHa00608224,"2021-05-07 15:44:00",1,0,32
43292,AkHa00609,AkHa00609224,"2022-10-19 15:34:00",1,0,7
33566,AkHa00610,AkHa00610224,"2022-05-27 10:48:00",1,0,1
44477,AkHa00611,AkHa00611224,"2022-11-08 09:19:00",1,0,7
13234,AkHa00612,AkHa00612224,"2021-07-21 09:08:00",1,0,1
20924,AkHa00613,AkHa00613224,"2021-11-15 15:59:00",1,30,24
23705,AkHa00614,AkHa00614224,"2021-12-28 11:42:00",1,17,48
23252,AkHa00615,AkHa00615224,"2021-12-21 14:32:00",1,0,28
36839,AkHa00616,AkHa00616224,"2022-07-13 13:20:00",1,0,30
56400,AkHa00617,AkHa00617224,"2023-05-11 11:02:00",1,0,38
1125,AkHa00618,AkHa00618224,"2021-01-20 12:18:00",1,0,34
50782,AkHa00619,AkHa00619224,"2023-02-15 13:10:00",1,0,30
6544,AkHa00620,AkHa00620224,"2021-04-13 14:47:00",1,0,1
14597,AkHa00621,AkHa00621224,"2021-08-11 10:53:00",1,0,5
25202,AkHa00622,AkHa00622224,"2022-01-19 14:15:00",1,0,3
17691,AkHa00623,AkHa00623224,"2021-09-27 13:09:00",1,0,5
32775,AkHa00624,AkHa00624224,"2022-05-13 16:55:00",1,0,12
59459,AkHa00625,AkHa00625224,"2023-06-29 12:03:00",1,0,8
5133,AkHa00626,AkHa00626224,"2021-03-22 13:10:00",1,0,48
8005,AkHa00627,AkHa00627224,"2021-05-05 10:58:00",1,0,26
27097,AkHa00628,AkHa00628224,"2022-02-17 16:01:00",1,0,6
25997,AkHa00629,AkHa00629224,"2022-02-01 12:47:00",1,0,2
19503,AkHa00630,AkHa00630224,"2021-10-25 13:27:00",1,0,42
22747,AkHa00631,AkHa00631224,"2021-12-13 16:09:00",1,30,10
37406,AkHa00632,AkHa00632224,"2022-07-21 15:15:00",1,0,12
47590,AkHa00633,AkHa00633224,"2022-12-23 14:03:00",1,0,36
15234,AkHa00634,AkHa00634224,"2021-08-19 16:51:00",1,0,40
21472,AkHa00635,AkHa00635224,"2021-11-23 12:45:00",1,0,28
5848,AkHa00636,AkHa00636224,"2021-04-02 12:37:00",1,0,3
11438,AkHa00637,AkHa00637224,"2021-06-23 16:15:00",1,0,30
32766,AkHa00638,AkHa00638224,"2022-05-13 15:43:00",1,0,10
31543,AkHa00639,AkHa00639224,"2022-04-26 16:31:00",1,0,46
58698,AkHa00640,AkHa00640224,"2023-06-16 16:28:00",1,0,48
15217,AkHa00641,AkHa00641224,"2021-08-19 15:16:00",1,0,24
